al_#,PON ID
64.054,PON.15L
11.312,PON.117
11.312,PON.11B
12.910,PON.1ND
93.213,PON.103
93.213,PON.15L
93.213,PON.T125
10.246,PON.144
84.324,PON.3
84.324,PON.96
84.324,PON.103
93.351,PON.15L
93.CN1,PON.103
93.CN1,PON.15L
93.30R,PON.103
93.30R,PON.15L
93.3RC,PON.103
93.3RC,PON.15L
93.3RP,PON.103
93.3RP,PON.15L
93.3RP,PON.36
93.3SB,PON.36
93.3SB,PON.15L
93.3SB,PON.103
93.3TR,PON.102
93.3TR,PON.N16
93.3TR,PON.15L
93.3T1,PON.102
93.3T1,PON.N16
93.3T1,PON.15L
20.949,PON.36
20.949,PON.N28
10.255,PON.N22
10.707,PON.10Q
10.707,PON.N22
10.707,PON.N29
12.360,PON.15L
12.360,PON.1ND
93.226,PON.15L
93.085,PON.T125
20.946,PON.50
20.946,PON.N28
20.946,PON.T36
93.173,PON.103
93.173,PON.15L
93.173,PON.T125
93.DC4,PON.15L
93.DC4,PON.103
93.DC3,PON.15L
93.DC3,PON.103
93.DC3,PON.N74
93.DC1,PON.15L
93.DC1,PON.103
93.DC1,PON.T88
93.DC5,PON.102
93.DC5,PON.N16
93.DC5,PON.N19
93.DC6,PON.102
93.DC6,PON.N16
93.DC6,PON.N74
11.063,PON.103
11.063,PON.N27
11.063,PON.N26
66.716,PON.11IA
66.716,PON.N28
14.536,PON.131
14.536,PON.T124
93.344,PON.103
93.344,PON.871
19.018,PON.N38
19.018,PON.N61
10.308,PON.195
10.308,PON.N16
14.870,PON.861
16.593,PON.150
16.593,PON.897
10.190,PON.14B
10.190,PON.1A
16.028,PON.N37
21.015,PON.10C
21.015,PON.10Q
21.015,PON.11B
66.489,PON.5C
66.489,PON.N2
66.491,PON.49
66.491,PON.59
59.078,PON.49
20.324,PON.T35
20.324,PON.T36
16.052,PON.N36
16.052,PON.N37
15.619,PON.N26
15.619,PON.T125
15.690,PON.7Q
15.690,PON.N26
10.976,PON.N23
10.460,PON.827
10.460,PON.N23
15.921,PON.T53
15.033,PON.T35
15.525,PON.5C
12.357,PON.5ND
15.958,PON.T124
15.958,PON.T97
20.943,PON.8C
10.886,PON.104
10.886,PON.117
10.351,PON.117
10.351,PON.1C
10.860,PON.117
10.860,PON.866
14.265,PON.81
14.265,PON.127
14.265,PON.131
93.690,PON.896
93.690,PON.897
93.690,PON.901
10.446,PON.835
10.446,PON.11B
10.771,PON.866
10.771,PON.N23
10.862,PON.19
10.862,PON.208
10.890,PON.365
10.890,PON.1A
10.448,PON.834
10.996,PON.827
16.589,PON.21P
16.589,PON.N35
16.589,PON.N37
10.752,PON.104
10.854,PON.866
10.854,PON.869
84.358,PON.57
84.358,PON.96
10.850,PON.10E
10.850,PON.6E
97.120,PON.50
10.868,PON.10E
10.751,PON.10E
10.751,PON.6E
10.516,PON.873
93.692,PON.125
93.692,PON.876
93.692,PON.N74
93.619,PON.876
93.619,PON.N74
93.155,PON.125
93.155,PON.876
93.155,PON.N74
93.798,PON.125
93.798,PON.876
93.798,PON.N74
93.912,PON.872
93.912,PON.876
93.912,PON.N74
93.811,PON.125
93.811,PON.876
93.811,PON.N74
14.250,PON.127
10.433,PON.834
10.411,PON.835
10.755,PON.117
10.755,PON.869
10.870,PON.865
10.870,PON.866
10.870,PON.867
10.447,PON.834
10.447,PON.835
10.427,PON.834
10.427,PON.835
10.415,PON.834
10.415,PON.835
93.746,PON.125
93.746,PON.876
93.746,PON.N74
10.420,PON.835
20.938,PON.9C
20.938,PON.T34
10.851,PON.104
16.039,PON.159
16.039,PON.T87
93.924,PON.871
93.924,PON.N74
20.939,PON.T34
97.139,PON.50
15.441,PON.4J
15.441,PON.T1
17.604,PON.1H
17.604,PON.2H
15.065,PON.5C
20.299,PON.9C
20.299,PON.T35
39.007,PON.N10
15.571,PON.208
15.571,PON.1J
15.571,PON.3J
11.427,PON.205
11.427,PON.T3
15.526,PON.208
15.526,PON.5C
15.555,PON.10Q
15.555,PON.11Q
15.555,PON.9Q
15.929,PON.T97
59.069,PON.88
59.069,PON.869
93.925,PON.N74
10.524,PON.912
10.553,PON.85
10.553,PON.365
10.553,PON.624
10.532,PON.57
10.532,PON.827
10.532,PON.4G
84.184,PON.144
84.184,PON.5G
16.071,PON.159
16.071,PON.5G
10.666,PON.N11
10.665,PON.N11
43.001,PON.T121
43.001,PON.T122
43.001,PON.T234
15.255,PON.4J
15.255,PON.N28
66.509,PON.N28
11.620,PON.103
11.620,PON.N21
11.620,PON.T120
12.330,PON.194
12.631,PON.195
12.631,PON.912
12.631,PON.N19
11.023,PON.117
11.023,PON.827
11.023,PON.N16
10.961,PON.N22
10.961,PON.N58
10.620,PON.827
10.620,PON.N22
10.620,PON.N58
97.062,PON.196
97.062,PON.2ND
12.351,PON.1ND
59.026,PON.865
59.026,PON.867
93.836,PON.101
93.836,PON.119
93.836,PON.N74
11.417,PON.103
10.131,PON.204
10.131,PON.N23
16.812,PON.160
10.226,PON.195
10.226,PON.910
93.694,PON.82
93.694,PON.2C
93.829,PON.901
14.252,PON.131
10.438,PON.833
10.438,PON.835
14.871,PON.833
14.249,PON.833
15.234,PON.10Q
15.234,PON.3G
15.560,PON.N28
97.106,PON.50
10.490,PON.835
10.490,PON.1C
10.490,PON.833
TC.131,PON.860
TC.131,PON.T91
14.247,PON.833
14.247,PON.835
17.235,PON.61
17.235,PON.2N
17.235,PON.N17
66.508,PON.826
66.508,PON.1J
66.508,PON.3J
10.576,PON.85
10.576,PON.365
10.576,PON.869
15.991,PON.T97
16.320,PON.N40
15.025,PON.T55
93.598,PON.N37
93.598,PON.N40
93.598,PON.T87
66.447,PON.3J
16.064,PON.827
16.064,PON.17P
16.053,PON.93
16.053,PON.827
16.023,PON.N37
16.017,PON.N37
93.060,PON.188
93.060,PON.853
93.977,PON.622
93.978,PON.622
93.978,PON.N74
90.199,PON.10C
90.199,PON.1C
90.199,PON.9C
10.173,PON.1A
10.173,PON.2A
97.141,PON.N38
97.141,PON.T73
97.149,PON.N38
97.149,PON.T73
59.075,PON.49
93.365,PON.125
93.365,PON.876
93.365,PON.N74
14.311,PON.833
14.311,PON.859
59.037,PON.865
59.037,PON.868
10.212,PON.36
59.011,PON.866
59.011,PON.869
21.025,PON.863
21.025,PON.11C
TC.154,PON.866
93.301,PON.876
15.074,PON.5C
16.825,PON.159
16.825,PON.14P
10.511,PON.50
10.535,PON.159
10.577,PON.85
10.577,PON.129
10.577,PON.T52
10.533,PON.85
10.533,PON.824
10.907,PON.N29
15.078,PON.11Q
15.078,PON.N28
21.017,PON.129
21.017,PON.2C
57.001,PON.859
57.001,PON.861
57.006,PON.861
96.008,PON.826
96.008,PON.3N
96.001,PON.76
96.001,PON.861
96.007,PON.65
96.007,PON.T124
96.002,PON.861
96.009,PON.10
96.009,PON.826
96.009,PON.861
96.004,PON.861
93.667,PON.11
93.667,PON.58
93.667,PON.157
93.647,PON.127
47.075,PON.102
47.075,PON.195
47.075,PON.T124
10.464,PON.N22
10.464,PON.T18
10.871,PON.117
10.871,PON.1C
19.024,PON.144
10.902,PON.N29
10.903,PON.205
66.920,PON.T39
66.808,PON.T39
10.762,PON.T39
66.717,PON.8Q
66.717,PON.N28
81.180,PON.50
81.180,PON.5E
81.180,PON.8Q
15.440,PON.9C
15.440,PON.N11
19.223,PON.138
11.435,PON.N22
90.705,PON.117
15.235,PON.8Q
15.235,PON.N29
15.235,PON.T53
90.900,PON.117
90.900,PON.866
90.900,PON.869
15.963,PON.N28
15.963,PON.T124
10.694,PON.4Q
10.694,PON.N29
43.007,PON.36
43.007,PON.103
43.007,PON.T121
43.012,PON.36
43.012,PON.T121
43.012,PON.T234
96.020,PON.861
TC.139,PON.872
TC.139,PON.N68
16.734,PON.T52
TC.114,PON.T91
93.237,PON.T89
16.025,PON.21P
16.025,PON.T55
84.325,PON.3
84.325,PON.57
84.380,PON.179
84.323,PON.3
84.323,PON.56
84.323,PON.57
84.327,PON.11
84.327,PON.144
84.027,PON.11
84.027,PON.144
84.328,PON.3
84.328,PON.T99
84.173,PON.11
84.173,PON.144
84.329,PON.3
84.329,PON.144
84.326,PON.3
84.326,PON.96
84.373,PON.144
84.373,PON.T52
84.181,PON.11
84.181,PON.144
TC.159,PON.828
TC.159,PON.859
19.451,PON.N63
10.556,PON.4G
93.044,PON.22
93.044,PON.616
93.045,PON.142
93.045,PON.624
93.045,PON.824
93.043,PON.123
93.043,PON.142
93.043,PON.616
93.048,PON.30
93.048,PON.616
93.048,PON.N74
93.047,PON.823
93.042,PON.58
93.042,PON.12L
93.041,PON.58
93.041,PON.616
11.553,PON.11IA
93.928,PON.125
93.928,PON.876
93.928,PON.T52
93.110,PON.101
93.110,PON.119
93.110,PON.876
10.343,PON.6Q
10.343,PON.204
10.343,PON.N22
TC.085,PON.866
10.244,PON.85
10.244,PON.101
10.244,PON.876
64.051,PON.1L
64.106,PON.833
64.106,PON.1L
10.170,PON.2A
10.170,PON.N22
10.309,PON.N22
11.064,PON.N26
11.064,PON.10Q
11.064,PON.103
15.605,PON.6Q
15.605,PON.T53
15.622,PON.6T
15.622,PON.T69
10.144,PON.N23
64.055,PON.14L
97.083,PON.50
11.056,PON.36
11.056,PON.102
11.056,PON.2S
11.057,PON.N21
11.057,PON.827
11.057,PON.1S
12.020,PON.196
10.698,PON.4Q
10.698,PON.5Q
10.697,PON.4Q
10.697,PON.N29
93.366,PON.872
93.366,PON.876
93.366,PON.N74
10.560,PON.129
10.560,PON.624
10.560,PON.1S
10.561,PON.129
10.561,PON.829
10.561,PON.T52
10.531,PON.365
20.600,PON.T34
16.614,PON.827
16.614,PON.N35
16.614,PON.N36
97.137,PON.N44
97.137,PON.N45
97.005,PON.50
97.005,PON.9F
93.129,PON.127
93.129,PON.131
66.032,PON.4J
66.817,PON.4J
66.817,PON.8Q
38.006,PON.129
38.006,PON.827
93.240,PON.876
93.240,PON.8Q
93.586,PON.10
93.586,PON.T55
16.606,PON.N36
20.720,PON.4J
11.032,PON.47
11.032,PON.104
16.556,PON.N35
20.617,PON.T52
81.041,PON.65
81.041,PON.10E
81.119,PON.10E
81.119,PON.9E
97.043,PON.50
97.043,PON.827
93.873,PON.11
93.873,PON.179
93.771,PON.56
93.771,PON.57
93.771,PON.N68
93.324,PON.N68
81.138,PON.T52
16.550,PON.T52
20.806,PON.195
20.806,PON.12B
10.435,PON.10
93.775,PON.159
93.775,PON.160
93.775,PON.876
12.113,PON.8Q
20.525,PON.T35
20.525,PON.T36
93.439,PON.85
93.439,PON.141
20.621,PON.T2
20.621,PON.T52
66.820,PON.4J
66.820,PON.T39
66.432,PON.208
93.241,PON.125
93.241,PON.876
15.429,PON.3G
15.429,PON.N11
66.518,PON.826
66.518,PON.1J
66.518,PON.3J
21.034,PON.866
21.031,PON.866
93.777,PON.876
93.796,PON.876
59.061,PON.869
59.061,PON.15B
66.433,PON.208
93.066,PON.T52
15.634,PON.3Q
15.634,PON.7Q
15.634,PON.N26
97.123,PON.3P
20.258,PON.65
20.258,PON.103
20.258,PON.8C
19.989,PON.N66
20.335,PON.T34
20.335,PON.T35
20.335,PON.T36
20.535,PON.8C
20.535,PON.T35
84.310,PON.6G
84.372,PON.96
84.372,PON.T52
11.016,PON.T120
11.016,PON.T123
11.016,PON.T52
47.076,PON.102
47.076,PON.N16
47.076,PON.N21
93.645,PON.98
93.645,PON.157
TC.077,PON.T91
10.701,PON.N27
10.701,PON.N29
81.112,PON.82
81.112,PON.102
16.839,PON.144
16.839,PON.159
19.041,PON.N61
19.041,PON.3IA
19.041,PON.5IA
93.428,PON.876
93.078,PON.49
93.078,PON.125
84.382,PON.144
84.382,PON.913
20.941,PON.T34
96.013,PON.10
93.421,PON.125
93.421,PON.N74
93.326,PON.174
93.326,PON.15L
16.037,PON.827
93.097,PON.125
93.097,PON.876
93.874,PON.125
15.067,PON.T55
81.102,PON.103
81.102,PON.194
81.102,PON.196
10.467,PON.N16
19.209,PON.127
84.424,PON.96
84.424,PON.144
84.424,PON.3G
19.043,PON.13P
19.043,PON.N37
93.243,PON.896
93.243,PON.897
93.243,PON.T98
93.00G,PON.901
93.00G,PON.897
93.00G,PON.896
93.892,PON.125
93.892,PON.876
93.892,PON.N74
10.985,PON.75
10.985,PON.204
10.985,PON.N23
64.057,PON.131
15.563,PON.11Q
15.563,PON.N26
10.646,PON.7
10.646,PON.127
10.646,PON.129
10.559,PON.85
10.559,PON.365
10.559,PON.624
10.320,PON.9E
10.320,PON.N22
66.961,PON.4J
66.809,PON.10Q
66.809,PON.4J
66.802,PON.4J
66.802,PON.8Q
66.806,PON.4J
10.272,PON.1A
10.272,PON.N22
10.272,PON.1A
10.272,PON.2A
10.135,PON.204
10.135,PON.868
10.135,PON.N23
10.972,PON.N23
10.988,PON.N23
14.151,PON.835
10.551,PON.7
10.551,PON.455
10.537,PON.829
10.537,PON.T52
10.580,PON.127
10.580,PON.129
10.580,PON.T52
20.713,PON.827
20.713,PON.9F
96.006,PON.76
96.006,PON.861
32.010,PON.9P
32.010,PON.N44
16.750,PON.T52
16.750,PON.T87
93.634,PON.876
93.634,PON.N68
66.485,PON.3J
84.187,PON.76
84.187,PON.826
93.833,PON.T52
84.423,PON.56
84.423,PON.57
84.367,PON.56
84.367,PON.57
84.367,PON.96
15.014,PON.N29
15.014,PON.T97
16.049,PON.145
16.049,PON.159
16.049,PON.833
14.181,PON.11
14.181,PON.833
14.181,PON.835
14.157,PON.5
14.157,PON.833
59.016,PON.866
20.287,PON.10C
20.287,PON.9C
20.296,PON.827
20.296,PON.N16
20.296,PON.N19
93.291,PON.125
66.510,PON.N28
66.610,PON.N28
66.424,PON.208
66.424,PON.827
66.436,PON.3J
66.309,PON.N16
66.309,PON.N28
66.034,PON.1J
66.034,PON.N28
64.117,PON.911
10.215,PON.N22
16.828,PON.159
16.828,PON.160
19.601,PON.11IA
15.444,PON.10E
15.444,PON.N73
20.825,PON.7ND
66.956,PON.1J
21.006,PON.863
TC.092,PON.9C
TC.031,PON.866
TC.031,PON.10E
TC.138,PON.866
TC.138,PON.15L
TC.033,PON.866
TC.033,PON.10E
TC.033,PON.T91
TC.104,PON.913
TC.104,PON.T91
TC.032,PON.866
TC.032,PON.10E
TC.058,PON.866
TC.045,PON.T97
84.374,PON.56
84.374,PON.57
84.379,PON.912
84.336,PON.57
84.336,PON.96
93.530,PON.N74
42.010,PON.82
42.010,PON.T18
10.574,PON.57
10.574,PON.4G
10.960,PON.N22
10.960,PON.N58
93.019,PON.N56
93.019,PON.N74
20.531,PON.127
20.531,PON.827
20.531,PON.T36
10.604,PON.204
10.604,PON.T72
66.446,PON.3J
66.446,PON.9C
20.710,PON.8Q
10.350,PON.827
10.350,PON.868
93.348,PON.897
20.227,PON.8C
20.227,PON.T34
20.227,PON.T35
47.084,PON.36
47.084,PON.82
47.084,PON.102
93.297,PON.131
93.297,PON.183
93.467,PON.125
93.467,PON.876
93.468,PON.872
93.477,PON.103
93.477,PON.876
93.477,PON.15L
93.481,PON.876
93.481,PON.N74
93.482,PON.876
93.482,PON.N74
93.558,PON.829
93.558,PON.T73
17.273,PON.2H
17.273,PON.N38
14.322,PON.833
20.298,PON.5T
20.298,PON.6T
20.298,PON.T35
10.982,PON.8Q
10.982,PON.N22
10.126,PON.N23
20.220,PON.10E
20.220,PON.11E
20.220,PON.4E
10.187,PON.60
10.187,PON.455
93.334,PON.123
12.550,PON.5ND
10.116,PON.75
10.116,PON.N23
93.426,PON.T89
93.HEA,PON.897
93.HEA,PON.15L
93.HEA,PON.T88
19.301,PON.11IA
19.029,PON.174
93.UDN,PON.15L
93.UDN,PON.103
93.UDN,PON.T88
19.013,PON.827
15.246,PON.7Q
15.246,PON.N26
20.942,PON.8C
10.385,PON.866
10.385,PON.N29
84.010,PON.57
84.010,PON.96
84.013,PON.96
84.013,PON.150
15.509,PON.11Q
15.509,PON.5C
93.471,PON.98
93.472,PON.98
93.472,PON.145
93.472,PON.157
93.787,PON.188
93.787,PON.853
93.235,PON.188
93.235,PON.853
14.869,PON.835
93.376,PON.861
93.376,PON.3L
93.376,PON.T88
15.166,PON.145
15.166,PON.T55
15.170,PON.10
15.170,PON.T55
15.162,PON.T55
93.465,PON.876
93.465,PON.897
TC.088,PON.9C
66.701,PON.4J
66.701,PON.8Q
93.851,PON.876
93.851,PON.T52
17.245,PON.827
17.245,PON.861
17.245,PON.2N
11.313,PON.868
11.313,PON.869
84.315,PON.876
84.315,PON.15L
12.501,PON.5ND
12.501,PON.7ND
93.059,PON.876
93.059,PON.N74
84.160,PON.3
84.160,PON.11
16.065,PON.N36
66.038,PON.1J
66.038,PON.2J
93.869,PON.119
93.869,PON.872
93.869,PON.876
59.066,PON.865
84.407,PON.3
84.407,PON.129
84.407,PON.913
16.736,PON.832
93.550,PON.832
93.550,PON.896
93.550,PON.T73
93.840,PON.103
93.840,PON.15L
93.840,PON.T125
19.705,PON.159
19.705,PON.11IA
19.705,PON.N35
93.310,PON.103
93.310,PON.15L
93.310,PON.T125
81.106,PON.8Q
12.016,PON.T35
20.288,PON.117
20.288,PON.9C
20.288,PON.T35
20.936,PON.12B
20.936,PON.T34
20.297,PON.N16
20.297,PON.N18
20.297,PON.N21
20.223,PON.10C
20.952,PON.10C
20.931,PON.8C
20.909,PON.8C
10.167,PON.15B
19.222,PON.138
19.222,PON.5IA
93.234,PON.11
93.234,PON.873
93.234,PON.876
16.585,PON.160
16.585,PON.897
TC.050,PON.1F
TC.074,PON.T91
10.111,PON.N23
10.048,PON.75
10.048,PON.204
10.048,PON.455
11.029,PON.47
11.029,PON.104
16.815,PON.N36
16.815,PON.T55
15.156,PON.5F
15.156,PON.7Q
10.221,PON.N21
10.222,PON.N21
10.517,PON.42
10.517,PON.11B
15.029,PON.T55
97.156,PON.N44
97.156,PON.N45
97.156,PON.T55
16.557,PON.21P
16.557,PON.T55
TC.100,PON.117
TC.100,PON.1C
15.163,PON.144
15.165,PON.8E
15.148,PON.8E
15.148,PON.T55
10.047,PON.455
10.047,PON.T55
15.249,PON.N29
15.066,PON.11Q
15.066,PON.7Q
97.150,PON.50
97.150,PON.N52
14.899,PON.833
14.899,PON.14L
16.596,PON.1C
16.596,PON.N36
16.596,PON.T55
16.608,PON.159
16.608,PON.T55
93.872,PON.T99
93.772,PON.876
15.022,PON.T55
93.00E,PON.876
93.00E,PON.125
93.210,PON.N74
93.210,PON.T55
93.444,PON.876
93.444,PON.T55
16.024,PON.21P
16.024,PON.N37
16.055,PON.T55
16.059,PON.T55
20.289,PON.117
20.289,PON.11B
20.289,PON.T55
15.639,PON.7Q
15.639,PON.N26
93.594,PON.829
10.049,PON.827
16.731,PON.856
16.731,PON.T55
15.028,PON.912
84.245,PON.827
84.245,PON.913
84.066,PON.912
84.217,PON.911
84.217,PON.913
84.103,PON.56
84.103,PON.57
84.042,PON.911
84.042,PON.913
84.044,PON.909
84.044,PON.910
84.044,PON.911
84.047,PON.910
84.047,PON.916
15.583,PON.11Q
15.583,PON.N28
66.707,PON.4J
93.947,PON.125
93.947,PON.N74
84.287,PON.95
84.287,PON.96
19.025,PON.N63
19.025,PON.T97
10.997,PON.82
10.997,PON.11IA
10.997,PON.2A
15.808,PON.N28
15.808,PON.T122
15.828,PON.103
15.828,PON.T52
15.828,PON.3Q
20.807,PON.195
20.807,PON.913
20.807,PON.12B
12.432,PON.5ND
77.007,PON.827
77.007,PON.912
77.007,PON.N20
77.009,PON.103
77.009,PON.5E
77.008,PON.195
77.008,PON.827
77.008,PON.912
19.510,PON.826
19.510,PON.N61
19.510,PON.T73
93.579,PON.59
93.579,PON.9F
93.579,PON.T73
93.676,PON.10
93.676,PON.98
93.676,PON.832
11.454,PON.N26
84.016,PON.144
84.016,PON.913
93.187,PON.912
93.187,PON.916
66.486,PON.208
66.804,PON.4J
17.225,PON.861
12.750,PON.15L
12.750,PON.N18
20.816,PON.6T
20.816,PON.T35
32.002,PON.104
32.003,PON.104
32.005,PON.876
32.004,PON.144
93.632,PON.11
93.632,PON.191
93.632,PON.N74
81.057,PON.102
81.057,PON.103
20.701,PON.8C
15.529,PON.11Q
15.529,PON.N26
15.535,PON.7Q
15.566,PON.11Q
15.978,PON.T53
12.987,PON.N27
10.935,PON.827
10.935,PON.868
10.935,PON.1A
10.971,PON.75
10.675,PON.N29
93.620,PON.125
93.620,PON.107
93.620,PON.82
93.193,PON.871
93.193,PON.872
93.193,PON.876
10.333,PON.N22
98.012,PON.N56
98.001,PON.N66
98.001,PON.T72
10.612,PON.3IA
10.612,PON.T72
15.821,PON.50
15.821,PON.4F
15.821,PON.T122
15.072,PON.117
15.072,PON.826
64.205,PON.1N
64.034,PON.14L
64.024,PON.833
64.024,PON.T73
64.206,PON.1N
64.033,PON.T73
64.037,PON.14L
10.352,PON.36
10.352,PON.866
10.352,PON.N23
10.410,PON.833
10.410,PON.866
10.417,PON.834
10.417,PON.859
64.058,PON.826
64.058,PON.827
64.058,PON.829
64.130,PON.826
64.130,PON.911
64.116,PON.11
64.116,PON.826
64.116,PON.1L
64.203,PON.1N
64.109,PON.861
64.110,PON.861
64.118,PON.833
64.114,PON.833
64.114,PON.834
64.114,PON.835
14.278,PON.11
14.278,PON.834
64.204,PON.T18
64.204,PON.T19
59.044,PON.865
59.044,PON.867
59.044,PON.869
64.026,PON.14L
64.014,PON.14L
64.015,PON.876
64.015,PON.14L
64.035,PON.14L
64.035,PON.T36
16.043,PON.160
16.043,PON.897
10.313,PON.912
10.313,PON.N19
10.336,PON.869
10.336,PON.N16
16.587,PON.21P
16.587,PON.T55
16.588,PON.17P
16.588,PON.21P
16.588,PON.N37
93.270,PON.125
93.270,PON.622
87.002,PON.T2
87.002,PON.T3
16.054,PON.N36
93.867,PON.103
93.867,PON.15L
93.867,PON.T125
93.677,PON.15L
93.677,PON.103
93.675,PON.15L
93.675,PON.103
93.543,PON.15L
93.543,PON.103
93.543,PON.16L
93.625,PON.15L
93.625,PON.36
93.637,PON.102
93.637,PON.N19
93.642,PON.102
93.642,PON.N74
16.841,PON.N40
64.125,PON.827
64.125,PON.829
64.128,PON.11
64.128,PON.826
64.128,PON.829
15.818,PON.4F
15.818,PON.T122
19.791,PON.138
19.791,PON.11IA
10.093,PON.T69
66.444,PON.208
21.009,PON.863
93.618,PON.143
93.618,PON.179
93.618,PON.191
10.760,PON.19
10.760,PON.208
10.770,PON.208
10.770,PON.T39
10.761,PON.208
10.761,PON.5C
10.929,PON.6Q
15.530,PON.11Q
15.506,PON.5C
66.958,PON.208
66.958,PON.3J
66.442,PON.208
66.419,PON.208
66.419,PON.3J
66.454,PON.3J
15.504,PON.5C
15.581,PON.11Q
15.037,PON.5C
15.574,PON.208
15.981,PON.208
10.097,PON.11Q
10.904,PON.6Q
10.916,PON.208
10.693,PON.11Q
10.693,PON.9Q
15.507,PON.5C
15.591,PON.5C
15.590,PON.5C
15.579,PON.5C
15.579,PON.6Q
15.592,PON.11Q
15.592,PON.5C
15.592,PON.3Q
19.800,PON.138
11.459,PON.4F
81.042,PON.10E
81.042,PON.8Q
11.606,PON.N8
93.595,PON.127
93.595,PON.T124
93.436,PON.16L
93.436,PON.T89
10.933,PON.6Q
10.072,PON.7Q
15.558,PON.5C
15.558,PON.T55
15.684,PON.N26
15.684,PON.N28
10.164,PON.14B
10.164,PON.2A
10.572,PON.7
10.572,PON.85
10.572,PON.869
10.578,PON.85
10.578,PON.101
10.578,PON.119
10.557,PON.101
10.557,PON.119
10.557,PON.455
15.229,PON.7Q
15.229,PON.N26
10.724,PON.4Q
66.044,PON.50
66.044,PON.1J
10.129,PON.75
10.129,PON.N23
20.290,PON.7Q
20.290,PON.8C
20.290,PON.N26
10.914,PON.N26
15.247,PON.7Q
15.247,PON.N26
15.611,PON.7Q
15.611,PON.N26
15.611,PON.T69
10.028,PON.622
19.207,PON.827
17.258,PON.827
17.258,PON.829
17.258,PON.2N
17.290,PON.826
17.278,PON.826
17.278,PON.827
17.280,PON.825
17.281,PON.827
17.281,PON.2N
17.277,PON.826
17.259,PON.829
17.259,PON.910
17.259,PON.915
10.318,PON.195
10.318,PON.N16
17.701,PON.827
17.701,PON.868
20.821,PON.633
20.821,PON.827
17.700,PON.828
17.700,PON.T124
59.043,PON.865
59.043,PON.867
59.043,PON.869
10.681,PON.869
10.681,PON.15B
10.674,PON.15B
TC.117,PON.866
17.271,PON.826
17.271,PON.866
17.261,PON.827
17.261,PON.829
81.281,PON.117
81.281,PON.195
81.281,PON.N16
15.531,PON.11Q
15.531,PON.3J
15.576,PON.11Q
10.275,PON.629
10.275,PON.3ND
10.275,PON.N17
10.275,PON.827
15.931,PON.827
15.931,PON.T69
15.546,PON.827
15.546,PON.855
15.546,PON.N29
10.740,PON.827
10.740,PON.10Q
10.740,PON.T53
10.740,PON.10Q
10.740,PON.826
10.740,PON.4Q
15.243,PON.7Q
15.243,PON.N27
15.243,PON.T97
12.010,PON.N26
15.676,PON.827
15.676,PON.7Q
14.277,PON.832
14.276,PON.832
14.276,PON.T73
93.00B,PON.897
93.00B,PON.896
93.00B,PON.876
17.274,PON.826
17.274,PON.827
17.274,PON.835
15.671,PON.6Q
15.671,PON.N26
TC.025,PON.866
TC.025,PON.N73
15.069,PON.N26
15.069,PON.T125
